Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,27,Travel_Rarely,728,Cardiology,23,1,Medical,2,Female,36,2,2,Other,3,Married,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8
No,29,Travel_Rarely,352,Neurology,6,1,Medical,4,Male,87,2,1,Other,2,Married,2804,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0
No,43,Travel_Rarely,823,Neurology,6,3,Medical,1,Female,81,2,5,Administrative,3,Married,19392,22539,7,Y,No,13,3,4,80,0,21,2,3,16,12,6,14
No,48,Travel_Rarely,1224,Neurology,10,3,Life Sciences,4,Male,91,2,5,Administrative,2,Married,19665,13583,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9
Yes,29,Travel_Frequently,459,Neurology,24,2,Life Sciences,4,Male,73,2,1,Other,4,Single,2439,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0
No,46,Travel_Rarely,1254,Cardiology,10,3,Life Sciences,3,Female,64,3,3,Nurse,2,Married,7314,14011,5,Y,No,21,4,3,80,3,14,2,3,8,7,0,7
No,27,Travel_Frequently,1131,Neurology,15,3,Life Sciences,4,Female,77,2,1,Other,1,Married,4774,23844,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3
No,39,Travel_Rarely,835,Neurology,19,4,Other,4,Male,41,3,2,Other,4,Divorced,3902,5141,8,Y,No,14,3,2,80,3,7,2,3,2,2,2,2
No,55,Travel_Rarely,836,Neurology,2,4,Technical Degree,2,Male,98,2,1,Other,4,Married,2662,7975,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4
No,28,Travel_Rarely,1172,Cardiology,3,3,Medical,2,Female,78,3,1,Other,2,Married,2856,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0
Yes,30,Travel_Rarely,945,Cardiology,9,3,Medical,2,Male,89,3,1,Other,4,Single,1081,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0
Yes,22,Travel_Rarely,391,Neurology,7,1,Life Sciences,4,Male,75,3,1,Other,2,Single,2472,26092,1,Y,Yes,23,4,1,80,0,1,2,3,1,0,0,0
No,36,Travel_Rarely,1266,Cardiology,10,4,Technical Degree,2,Female,63,2,2,Nurse,3,Married,5673,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7
No,31,Travel_Rarely,311,Neurology,20,3,Life Sciences,2,Male,89,3,2,Nurse,3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2
No,34,Travel_Rarely,1480,Cardiology,4,3,Life Sciences,3,Male,64,3,3,Nurse,4,Married,9713,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0
No,29,Travel_Rarely,592,Neurology,7,3,Life Sciences,4,Male,59,3,1,Nurse,1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2
No,37,Travel_Rarely,783,Neurology,7,4,Medical,4,Male,78,3,2,Other,1,Married,4284,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4
No,35,Travel_Rarely,219,Cardiology,16,2,Other,4,Female,44,2,2,Therapist,2,Married,4788,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
No,45,Travel_Rarely,556,Cardiology,25,2,Life Sciences,2,Female,93,2,2,Therapist,4,Married,5906,23888,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8
No,36,Travel_Frequently,1213,Neurology,2,1,Human Resources,2,Male,94,2,2,Other,4,Single,3886,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8
No,40,Travel_Rarely,1137,Neurology,1,4,Life Sciences,1,Male,98,3,4,Administrative,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16
No,26,Travel_Rarely,482,Neurology,1,2,Life Sciences,2,Female,90,2,1,Other,3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0
No,48,Travel_Frequently,117,Neurology,22,3,Medical,4,Female,58,3,4,Administrative,4,Divorced,17174,2437,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7
No,44,Travel_Rarely,170,Neurology,1,4,Life Sciences,2,Male,78,4,2,Nurse,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2
Yes,34,Non-Travel,967,Neurology,16,4,Technical Degree,4,Male,85,1,1,Other,1,Married,2307,14460,1,Y,Yes,23,4,2,80,1,5,2,3,5,2,3,0
Yes,56,Travel_Rarely,1162,Neurology,24,2,Life Sciences,1,Male,97,3,1,Nurse,4,Single,2587,10261,1,Y,No,16,3,4,80,0,5,3,3,4,2,1,0
No,36,Travel_Rarely,335,Cardiology,17,2,Marketing,3,Male,33,2,2,Nurse,2,Married,5507,16822,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3
No,41,Travel_Rarely,337,Cardiology,8,3,Marketing,3,Female,54,3,2,Nurse,2,Married,4393,26841,5,Y,No,21,4,3,80,1,14,3,3,5,4,1,4
No,42,Travel_Rarely,1396,Neurology,6,3,Medical,3,Male,83,3,3,Administrative,1,Married,13348,14842,9,Y,No,13,3,2,80,1,18,3,4,13,7,5,7
No,31,Travel_Rarely,1079,Cardiology,10,2,Medical,3,Female,86,3,2,Nurse,4,Divorced,6583,20115,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4
No,34,Travel_Rarely,735,Cardiology,3,1,Medical,4,Female,75,2,2,Nurse,4,Married,8103,16495,3,Y,Yes,12,3,3,80,0,9,3,2,4,2,0,1
No,31,Travel_Rarely,471,Neurology,4,3,Medical,1,Female,62,4,1,Nurse,3,Divorced,3978,16031,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2
No,26,Travel_Frequently,1096,Neurology,6,3,Other,3,Male,61,4,1,Nurse,4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7
No,45,Travel_Frequently,1297,Neurology,1,4,Medical,2,Male,44,3,2,Nurse,3,Single,5399,14511,4,Y,No,12,3,3,80,0,12,3,3,4,2,0,3
No,33,Travel_Rarely,217,Cardiology,10,4,Marketing,2,Male,43,3,2,Nurse,3,Single,5487,10410,1,Y,No,14,3,2,80,0,10,2,2,10,4,0,9
No,28,Travel_Frequently,783,Cardiology,1,2,Life Sciences,3,Male,42,2,2,Nurse,4,Married,6834,19255,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7
Yes,29,Travel_Frequently,746,Cardiology,24,3,Technical Degree,3,Male,45,4,1,Other,1,Single,1091,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0
No,39,Non-Travel,1251,Cardiology,21,4,Life Sciences,1,Female,32,1,2,Nurse,3,Married,5736,3987,6,Y,No,19,3,3,80,1,10,1,3,3,2,1,2
No,27,Travel_Rarely,1354,Neurology,2,4,Technical Degree,2,Male,41,3,1,Other,2,Married,2226,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2
No,34,Travel_Frequently,735,Neurology,22,4,Other,3,Male,86,2,2,Other,4,Married,5747,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11
Yes,28,Travel_Rarely,1475,Cardiology,13,2,Marketing,4,Female,84,3,2,Nurse,3,Single,9854,23352,3,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2
No,47,Non-Travel,1169,Neurology,14,4,Technical Degree,3,Male,64,3,2,Other,2,Married,5467,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7
No,56,Travel_Rarely,1443,Cardiology,11,5,Marketing,4,Female,89,2,2,Nurse,1,Married,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0
No,39,Travel_Rarely,867,Cardiology,9,2,Medical,1,Male,87,3,2,Therapist,1,Married,5151,12315,1,Y,No,25,4,4,80,1,10,3,3,10,0,7,9
No,38,Travel_Frequently,1394,Neurology,8,3,Medical,4,Female,58,2,2,Other,2,Divorced,2133,18115,1,Y,Yes,16,3,3,80,1,20,3,3,20,11,0,7
No,58,Travel_Rarely,605,Cardiology,21,3,Life Sciences,4,Female,72,3,4,Administrative,4,Married,17875,11761,4,Y,Yes,13,3,3,80,1,29,2,2,1,0,0,0
Yes,32,Travel_Frequently,238,Neurology,5,2,Life Sciences,1,Female,47,4,1,Other,3,Single,2432,15318,3,Y,Yes,14,3,1,80,0,8,2,3,4,1,0,3
No,38,Travel_Rarely,1206,Neurology,9,2,Life Sciences,2,Male,71,3,1,Other,4,Divorced,4771,14293,2,Y,No,19,3,4,80,2,10,0,4,5,2,0,3
No,49,Travel_Frequently,1064,Neurology,2,1,Life Sciences,2,Male,42,3,5,Administrative,4,Married,19161,13738,3,Y,No,15,3,4,80,0,28,3,3,5,4,4,3
No,42,Travel_Rarely,419,Cardiology,12,4,Marketing,2,Male,77,3,2,Nurse,4,Divorced,5087,2900,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0
Yes,27,Travel_Frequently,1337,Neurology,22,3,Human Resources,1,Female,58,2,1,Other,2,Married,2863,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
No,35,Travel_Rarely,682,Cardiology,18,4,Medical,2,Male,71,3,2,Nurse,1,Married,5561,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4
No,28,Non-Travel,1103,Neurology,16,3,Medical,3,Male,49,3,1,Other,3,Single,2144,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4
No,31,Non-Travel,976,Neurology,3,2,Medical,3,Male,48,3,1,Other,1,Divorced,3065,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3
No,36,Non-Travel,1351,Neurology,9,4,Life Sciences,1,Male,66,4,1,Nurse,2,Married,2810,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2
No,34,Travel_Rarely,937,Cardiology,1,3,Marketing,1,Male,32,3,3,Nurse,4,Single,9888,6770,1,Y,No,21,4,1,80,0,14,3,2,14,8,2,1
No,34,Travel_Rarely,1239,Cardiology,13,4,Medical,4,Male,39,3,3,Nurse,3,Divorced,8628,22914,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1
No,26,Travel_Rarely,157,Neurology,1,3,Medical,3,Male,95,3,1,Nurse,1,Single,2867,20006,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6
No,29,Travel_Rarely,136,Neurology,1,3,Life Sciences,1,Male,89,3,2,Nurse,1,Married,5373,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2
No,32,Non-Travel,1146,Neurology,15,4,Medical,3,Female,34,3,2,Nurse,4,Divorced,6667,16542,5,Y,No,18,3,2,80,1,9,6,3,5,1,1,2
No,31,Travel_Frequently,1125,Neurology,1,3,Life Sciences,4,Male,48,1,2,Other,1,Married,5003,5771,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7
No,28,Travel_Rarely,1404,Neurology,17,3,Technical Degree,3,Male,32,2,1,Nurse,4,Divorced,2367,18779,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3
No,38,Travel_Rarely,1404,Cardiology,1,3,Life Sciences,1,Male,59,2,1,Other,1,Single,2858,11473,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0
No,35,Travel_Rarely,1224,Cardiology,7,4,Life Sciences,3,Female,55,3,2,Nurse,4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9
No,27,Travel_Rarely,954,Cardiology,9,3,Marketing,4,Male,44,3,2,Nurse,4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7
No,32,Travel_Rarely,1373,Cardiology,5,4,Life Sciences,4,Male,56,2,2,Therapist,4,Single,9679,10138,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0
Yes,31,Travel_Frequently,754,Cardiology,26,4,Marketing,1,Male,63,3,2,Nurse,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8
Yes,53,Travel_Rarely,1168,Cardiology,24,4,Life Sciences,1,Male,66,3,3,Nurse,1,Single,10448,5843,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2
No,54,Travel_Rarely,155,Neurology,9,2,Life Sciences,1,Female,67,3,2,Other,3,Married,2897,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3
No,33,Travel_Frequently,1303,Neurology,7,2,Life Sciences,4,Male,36,3,2,Nurse,3,Divorced,5968,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8
No,43,Travel_Rarely,574,Neurology,11,3,Life Sciences,1,Male,30,3,3,Nurse,3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9
No,38,Travel_Frequently,1444,Neurology,1,4,Other,4,Male,88,3,1,Other,2,Married,2991,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2
No,55,Travel_Rarely,189,Neurology,26,4,Human Resources,3,Male,71,4,5,Administrative,2,Married,19636,25811,4,Y,Yes,18,3,1,80,1,35,0,3,10,9,1,4
No,31,Travel_Rarely,1276,Neurology,2,1,Medical,4,Female,59,1,1,Nurse,4,Divorced,1129,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0
No,39,Travel_Rarely,119,Cardiology,15,4,Marketing,2,Male,77,3,4,Nurse,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10
No,42,Non-Travel,335,Neurology,23,2,Life Sciences,4,Male,37,2,2,Other,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7
No,31,Non-Travel,697,Neurology,10,3,Medical,3,Female,40,3,3,Administrative,3,Married,11031,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
No,54,Travel_Rarely,157,Cardiology,10,3,Medical,3,Female,77,3,2,Therapist,1,Single,4440,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4
No,24,Travel_Rarely,771,Neurology,1,2,Life Sciences,2,Male,45,2,2,Nurse,3,Single,4617,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
No,23,Travel_Rarely,571,Neurology,12,2,Other,4,Male,78,3,1,Nurse,4,Single,2647,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
No,40,Travel_Frequently,692,Neurology,11,3,Technical Degree,4,Female,73,3,2,Nurse,3,Married,6323,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4
No,40,Travel_Rarely,444,Cardiology,2,2,Marketing,2,Female,92,3,2,Nurse,2,Married,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10
No,25,Travel_Rarely,309,Neurology,2,3,Human Resources,3,Female,82,3,1,Other,2,Married,2187,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2
No,30,Travel_Rarely,911,Neurology,1,2,Medical,4,Male,76,3,1,Nurse,2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
No,25,Travel_Rarely,977,Neurology,2,1,Other,4,Male,57,3,1,Nurse,3,Divorced,3977,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2
No,47,Travel_Rarely,1180,Neurology,25,3,Medical,1,Male,84,3,3,Nurse,3,Single,8633,13084,2,Y,No,23,4,2,80,0,25,3,3,17,14,12,11
No,33,Non-Travel,1313,Neurology,1,2,Medical,2,Male,59,2,1,Nurse,3,Divorced,2008,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0
No,38,Travel_Rarely,1321,Cardiology,1,4,Life Sciences,4,Male,86,3,2,Nurse,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8
No,31,Travel_Rarely,1154,Cardiology,2,2,Life Sciences,1,Male,54,3,1,Other,3,Married,3067,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
No,38,Travel_Frequently,508,Cardiology,6,4,Life Sciences,1,Male,72,2,2,Therapist,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7
No,42,Travel_Rarely,557,Neurology,18,4,Life Sciences,4,Male,35,3,2,Other,1,Divorced,5410,11189,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2
No,41,Travel_Rarely,642,Neurology,1,3,Life Sciences,4,Male,76,3,1,Other,4,Married,2782,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0
No,47,Non-Travel,1162,Neurology,1,1,Medical,3,Female,98,3,3,Administrative,2,Married,11957,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12
No,35,Travel_Rarely,1490,Neurology,11,4,Medical,4,Male,43,3,1,Nurse,3,Married,2660,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2
No,22,Travel_Rarely,581,Neurology,1,2,Life Sciences,4,Male,63,3,1,Other,3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2
No,35,Travel_Rarely,1395,Neurology,9,4,Medical,2,Male,48,3,2,Other,3,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8
No,33,Travel_Rarely,501,Neurology,15,2,Medical,2,Female,95,3,2,Nurse,4,Married,4878,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
No,32,Travel_Rarely,267,Neurology,29,4,Life Sciences,3,Female,49,2,1,Nurse,2,Single,2837,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1
No,40,Travel_Rarely,543,Neurology,1,4,Life Sciences,1,Male,83,3,1,Nurse,4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0
No,32,Travel_Rarely,234,Cardiology,1,4,Medical,2,Male,68,2,1,Other,2,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2
No,39,Travel_Rarely,116,Neurology,24,1,Life Sciences,1,Male,52,3,2,Other,4,Single,4108,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
No,38,Travel_Rarely,201,Neurology,10,3,Medical,2,Female,99,1,3,Administrative,3,Married,13206,3376,3,Y,No,12,3,1,80,1,20,3,3,18,16,1,11
No,32,Travel_Rarely,801,Cardiology,1,4,Marketing,3,Female,48,3,3,Nurse,4,Married,10422,24032,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7
No,37,Travel_Rarely,161,Neurology,10,3,Life Sciences,3,Female,42,4,3,Administrative,4,Married,13744,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
No,25,Travel_Rarely,1382,Cardiology,8,2,Other,1,Female,85,3,2,Nurse,3,Divorced,4907,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
No,52,Non-Travel,585,Cardiology,29,4,Life Sciences,1,Male,40,3,1,Other,4,Divorced,3482,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0
No,44,Travel_Rarely,1037,Neurology,1,3,Medical,2,Male,42,3,1,Other,4,Single,2436,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
Yes,21,Travel_Rarely,501,Cardiology,5,1,Medical,3,Male,58,3,1,Other,1,Single,2380,25479,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2
No,39,Non-Travel,105,Neurology,9,3,Life Sciences,4,Male,87,3,5,Administrative,4,Single,19431,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3
Yes,23,Travel_Frequently,638,Cardiology,9,3,Marketing,4,Male,33,3,1,Other,1,Married,1790,26956,1,Y,No,19,3,1,80,1,1,3,2,1,0,1,0
No,36,Travel_Rarely,557,Cardiology,3,3,Medical,1,Female,94,2,3,Nurse,4,Married,7644,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4
No,36,Travel_Frequently,688,Cardiology,4,2,Life Sciences,4,Female,97,3,2,Therapist,2,Divorced,5131,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
No,56,Non-Travel,667,Neurology,1,4,Life Sciences,3,Male,57,3,2,Nurse,3,Divorced,6306,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
Yes,29,Travel_Rarely,1092,Neurology,1,4,Medical,1,Male,36,3,1,Other,4,Married,4787,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2
No,42,Travel_Rarely,300,Neurology,2,3,Life Sciences,1,Male,56,3,5,Administrative,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
No,56,Travel_Rarely,310,Neurology,7,2,Technical Degree,4,Male,72,3,1,Nurse,3,Married,2339,3666,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
No,41,Travel_Rarely,582,Cardiology,28,4,Life Sciences,1,Female,60,2,4,Therapist,2,Married,13570,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10
No,34,Travel_Rarely,704,Cardiology,28,3,Marketing,4,Female,95,2,2,Nurse,3,Married,6712,8978,1,Y,No,21,4,4,80,2,8,2,3,8,7,1,7
No,36,Non-Travel,301,Cardiology,15,4,Marketing,4,Male,88,1,2,Nurse,4,Divorced,5406,10436,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
No,41,Travel_Rarely,930,Cardiology,3,3,Life Sciences,3,Male,57,2,2,Nurse,2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
No,32,Travel_Rarely,529,Neurology,2,3,Technical Degree,4,Male,78,3,1,Other,1,Single,2439,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2
No,35,Travel_Rarely,1146,Neurology,26,4,Life Sciences,3,Female,31,3,3,Other,4,Single,8837,16642,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7
No,38,Travel_Rarely,345,Cardiology,10,2,Life Sciences,1,Female,100,3,2,Nurse,4,Married,5343,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9
No,50,Travel_Frequently,878,Cardiology,1,4,Life Sciences,2,Male,94,3,2,Nurse,3,Divorced,6728,14255,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1
No,36,Travel_Rarely,1120,Cardiology,11,4,Marketing,2,Female,100,2,2,Nurse,4,Married,6652,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0
No,45,Travel_Rarely,374,Cardiology,20,3,Life Sciences,4,Female,50,3,2,Nurse,3,Single,4850,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1
No,40,Travel_Rarely,1322,Neurology,2,4,Life Sciences,3,Male,52,2,1,Other,3,Single,2809,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2
No,35,Travel_Frequently,1199,Neurology,18,4,Life Sciences,3,Male,80,3,2,Nurse,3,Married,5689,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2
No,40,Travel_Rarely,1194,Neurology,2,4,Medical,3,Female,98,3,1,Other,3,Married,2001,12549,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2
No,35,Travel_Rarely,287,Neurology,1,4,Life Sciences,3,Female,62,1,1,Other,4,Married,2977,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1
No,29,Travel_Rarely,1378,Neurology,13,2,Other,4,Male,46,2,2,Nurse,2,Married,4025,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
No,29,Travel_Rarely,468,Neurology,28,4,Medical,4,Female,73,2,1,Other,1,Single,3785,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
Yes,50,Travel_Rarely,410,Cardiology,28,3,Marketing,4,Male,39,2,3,Nurse,1,Divorced,10854,16586,4,Y,Yes,13,3,2,80,1,20,3,3,3,2,2,0
No,39,Travel_Rarely,722,Cardiology,24,1,Marketing,2,Female,60,2,4,Nurse,4,Married,12031,8828,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
No,31,Non-Travel,325,Cardiology,5,3,Medical,2,Male,74,3,2,Therapist,1,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
No,26,Travel_Rarely,1167,Cardiology,5,3,Other,4,Female,30,2,1,Other,3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
No,36,Travel_Frequently,884,Neurology,23,2,Medical,3,Male,41,4,2,Nurse,4,Married,2571,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
No,39,Travel_Rarely,613,Neurology,6,1,Medical,4,Male,42,2,3,Nurse,1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
No,27,Travel_Rarely,155,Cardiology,4,3,Life Sciences,2,Male,87,4,2,Therapist,2,Married,6142,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
No,49,Travel_Frequently,1023,Cardiology,2,3,Medical,4,Male,63,2,2,Nurse,2,Married,5390,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
No,34,Travel_Rarely,628,Neurology,8,3,Medical,2,Male,82,4,2,Nurse,3,Married,4404,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2
No,37,Travel_Rarely,1115,Maternity,1,4,Life Sciences,1,Male,51,2,2,Therapist,3,Divorced,5993,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7
No,40,Travel_Rarely,1398,Cardiology,2,4,Life Sciences,3,Female,79,3,5,Admin,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12
No,45,Travel_Rarely,1329,Maternity,2,2,Other,4,Female,59,2,2,Therapist,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
No,39,Travel_Rarely,466,Maternity,1,1,Life Sciences,4,Female,65,2,4,Therapist,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8
No,56,Non-Travel,667,Maternity,1,4,Life Sciences,3,Male,57,3,2,Other,3,Divorced,6306,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
No,49,Travel_Rarely,1490,Maternity,7,4,Life Sciences,3,Male,35,3,3,Other,2,Divorced,10466,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7
No,36,Travel_Rarely,711,Maternity,5,4,Life Sciences,2,Female,42,3,3,Other,1,Married,8008,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
No,38,Travel_Frequently,1189,Maternity,1,3,Life Sciences,4,Male,90,3,2,Nurse,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
No,53,Travel_Rarely,607,Maternity,2,5,Technical Degree,3,Female,78,2,3,Therapist,4,Married,10169,14618,0,Y,No,16,3,2,80,1,34,4,3,33,7,1,9
No,36,Non-Travel,1229,Cardiology,8,4,Technical Degree,1,Male,84,3,2,Nurse,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
No,40,Travel_Frequently,791,Maternity,2,2,Medical,3,Female,38,4,2,Other,2,Married,4244,9931,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7
No,24,Travel_Rarely,1206,Maternity,17,1,Medical,4,Female,41,2,2,Therapist,3,Divorced,4377,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
No,41,Travel_Rarely,314,Neurology,1,3,Human Resources,4,Male,59,2,5,Admin,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
No,32,Travel_Rarely,1018,Neurology,3,2,Life Sciences,3,Female,39,3,3,Therapist,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
